UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2022/06/30T00:01:52z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,92,29,56,1020.17,0.00,35640,-77,599,2.83,6.04,6.55,2.83,6.04,6.55,25,25,527.72,400.40,26.57,0.00,0.00,0.00,4.04,6.67,7.02,4.04,6.67,7.02,28,28,597.67,452.62,11.02,0.00,0.00,0.00
2022/06/30T00:03:51z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,30,55,1020.40,0.00,34528,-76,718,3.39,5.98,6.09,3.39,5.98,6.09,25,25,522.98,402.80,16.37,0.00,0.00,0.00,4.13,6.78,6.98,4.13,6.78,6.98,28,28,603.11,460.27,15.16,0.00,0.00,0.00
2022/06/30T00:05:51z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,30,55,1020.26,0.00,34696,-76,838,10.52,14.85,15.46,10.41,14.85,15.46,57,57,887.04,670.65,41.30,0.00,0.00,0.00,11.19,14.94,15.35,10.83,14.94,15.35,57,57,1008.75,741.75,25.40,0.00,0.00,0.00
2022/06/30T00:07:52z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,30,55,1020.20,0.00,34528,-77,958,3.70,6.14,6.18,3.70,6.14,6.18,26,26,547.32,416.32,18.68,0.00,0.00,0.00,4.13,6.77,6.83,4.13,6.77,6.83,28,28,622.30,459.38,4.23,0.00,0.00,0.00
2022/06/30T00:09:52z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,91,30,56,1020.16,0.00,34984,-74,1078,3.88,6.67,6.79,3.88,6.67,6.79,28,28,549.23,425.44,25.35,0.00,0.00,0.00,4.56,6.91,7.13,4.56,6.91,7.13,29,29,616.09,463.93,4.76,0.00,0.00,0.00
2022/06/30T00:11:52z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,31,55,1020.18,0.00,34920,-74,1198,3.27,6.53,6.78,3.27,6.53,6.78,27,27,525.64,418.58,26.42,0.00,0.00,0.00,4.40,6.50,6.58,4.40,6.50,6.58,27,27,584.77,436.19,8.27,0.00,0.00,0.00
2022/06/30T00:15:23z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,31,55,1020.19,nan,35640,-76,117,4.24,7.11,7.11,4.24,7.11,7.11,30,30,530.03,399.97,19.62,0.00,0.00,0.00,4.60,7.49,7.60,4.60,7.49,7.60,31,31,615.80,471.40,13.54,0.00,0.00,0.00
2022/06/30T00:17:23z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,31,55,1020.20,0.00,35504,-79,237,4.28,7.49,7.66,4.28,7.49,7.66,31,31,543.04,421.60,26.45,0.00,0.00,0.00,3.98,6.96,7.24,3.98,6.96,7.24,29,29,608.31,461.80,10.56,0.00,0.00,0.00
2022/06/30T00:19:23z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,31,55,1020.18,0.00,35464,-75,357,3.32,6.19,6.38,3.32,6.19,6.38,26,26,520.62,409.98,27.23,0.00,0.00,0.00,4.02,7.04,7.46,4.02,7.04,7.46,29,29,620.31,470.56,11.46,0.00,0.00,0.00
2022/06/30T00:21:23z,98:cd:ac:10:f7:ba,6.01,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,90,31,55,1020.18,0.00,35464,-75,477,4.11,6.89,7.40,4.11,6.89,7.40,29,29,546.11,421.69,18.71,0.00,0.00,0.00,4.91,7.66,7.66,4.91,7.66,7.66,32,32,648.00,493.53,8.23,0.00,0.00,0.00
